bin,bin_order,bin_label_en,bin_label_es,side,horizon,spec,fe_name,nobs,estimate,se,p,pct,ci_low,ci_high,stars
15_20,3,15–20 °C,15–20 °C,cold,30,6,(6) agem^weekday + agem^year^month,2642643,-0.052516,0.00690079,2.74e-14,-5.2516,-6.60415,-3.89904,***
15_20,3,15–20 °C,15–20 °C,cold,30,7,(7) agem^year^month + date,2643528,-0.00291026,0.00877,0.74,-0.291026,-2.00995,1.42789,
25_30,5,25–30 °C,25–30 °C,hot,0,1,(1) agem + date,2761626,0.0200766,0.00250432,1.09e-15,2.00766,1.51681,2.4985,***
25_30,5,25–30 °C,25–30 °C,hot,0,2,(2) agem^yday + agem^year + date,2738859,0.0216035,0.00243672,7.59e-19,2.16035,1.68276,2.63795,***
25_30,5,25–30 °C,25–30 °C,hot,0,3,(3) agem^week + state^year + weekday,2748411,0.0266587,0.00257622,4.27e-25,2.66587,2.16093,3.17081,***
25_30,5,25–30 °C,25–30 °C,hot,0,4,(4) agem + state^year + yday + weekday,2761626,0.0264864,0.00258008,1.0099999999999999e-24,2.64864,2.14295,3.15434,***
25_30,5,25–30 °C,25–30 °C,hot,0,5,(5) agem^year^month + weekday,2643528,0.0239794,0.0018952,1.08e-36,2.39794,2.02648,2.7694,***
25_30,5,25–30 °C,25–30 °C,hot,0,6,(6) agem^weekday + agem^year^month,2642643,0.0246013,0.00186102,6.79e-40,2.46013,2.09537,2.82489,***
25_30,5,25–30 °C,25–30 °C,hot,0,7,(7) agem^year^month + date,2643528,0.019304,0.00193112,1.5799999999999998e-23,1.9304,1.5519,2.3089,***
25_30,5,25–30 °C,25–30 °C,hot,1,1,(1) agem + date,2761626,0.0221552,0.00281123,3.25e-15,2.21552,1.66452,2.76652,***
25_30,5,25–30 °C,25–30 °C,hot,1,2,(2) agem^yday + agem^year + date,2738859,0.0241449,0.00263203,4.58e-20,2.41449,1.89861,2.93037,***
25_30,5,25–30 °C,25–30 °C,hot,1,3,(3) agem^week + state^year + weekday,2748411,0.0303287,0.00292937,4.04e-25,3.03287,2.45871,3.60702,***
25_30,5,25–30 °C,25–30 °C,hot,1,4,(4) agem + state^year + yday + weekday,2761626,0.0301052,0.00287253,1.06e-25,3.01052,2.44751,3.57354,***
25_30,5,25–30 °C,25–30 °C,hot,1,5,(5) agem^year^month + weekday,2643528,0.0271057,0.00170608,7.709999999999999e-57,2.71057,2.37618,3.04496,***
25_30,5,25–30 °C,25–30 °C,hot,1,6,(6) agem^weekday + agem^year^month,2642643,0.0276943,0.00169425,4.65e-60,2.76943,2.43735,3.1015,***
25_30,5,25–30 °C,25–30 °C,hot,1,7,(7) agem^year^month + date,2643528,0.0214075,0.00173586,6.05e-35,2.14075,1.80053,2.48098,***
25_30,5,25–30 °C,25–30 °C,hot,2,1,(1) agem + date,2761626,0.0228692,0.00344579,3.2e-11,2.28692,1.61154,2.96229,***
25_30,5,25–30 °C,25–30 °C,hot,2,2,(2) agem^yday + agem^year + date,2738859,0.025197,0.0030364,1.06e-16,2.5197,1.92456,3.11483,***
25_30,5,25–30 °C,25–30 °C,hot,2,3,(3) agem^week + state^year + weekday,2748411,0.032943,0.00357241,2.93e-20,3.2943,2.59411,3.9945,***
25_30,5,25–30 °C,25–30 °C,hot,2,4,(4) agem + state^year + yday + weekday,2761626,0.0328513,0.00360015,7.18e-20,3.28513,2.5795,3.99076,***
25_30,5,25–30 °C,25–30 °C,hot,2,5,(5) agem^year^month + weekday,2643528,0.0296323,0.0022009,2.56e-41,2.96323,2.53185,3.39461,***
25_30,5,25–30 °C,25–30 °C,hot,2,6,(6) agem^weekday + agem^year^month,2642643,0.0295748,0.002195,2.23e-41,2.95748,2.52726,3.3877,***
25_30,5,25–30 °C,25–30 °C,hot,2,7,(7) agem^year^month + date,2643528,0.0218945,0.00222222,6.68e-23,2.18945,1.7539,2.62501,***
25_30,5,25–30 °C,25–30 °C,hot,3,1,(1) agem + date,2761626,0.0204562,0.00432936,2.3e-6,2.04562,1.19706,2.89417,***
25_30,5,25–30 °C,25–30 °C,hot,3,2,(2) agem^yday + agem^year + date,2738859,0.0232327,0.00361605,1.32e-10,2.32327,1.61453,3.03202,***
25_30,5,25–30 °C,25–30 °C,hot,3,3,(3) agem^week + state^year + weekday,2748411,0.0324884,0.0044088,1.72e-13,3.24884,2.38471,4.11297,***
25_30,5,25–30 °C,25–30 °C,hot,3,4,(4) agem + state^year + yday + weekday,2761626,0.0326651,0.0044327,1.72e-13,3.26651,2.3977,4.13532,***
25_30,5,25–30 °C,25–30 °C,hot,3,5,(5) agem^year^month + weekday,2643528,0.0295459,0.00282216,1.2e-25,2.95459,2.40144,3.50773,***
25_30,5,25–30 °C,25–30 °C,hot,3,6,(6) agem^weekday + agem^year^month,2642643,0.0295472,0.00283844,2.24e-25,2.95472,2.39839,3.51105,***
25_30,5,25–30 °C,25–30 °C,hot,3,7,(7) agem^year^month + date,2643528,0.0199336,0.00270969,1.89e-13,1.99336,1.46227,2.52446,***
25_30,5,25–30 °C,25–30 °C,hot,4,1,(1) agem + date,2761626,0.0230415,0.00504128,4.86e-6,2.30415,1.31606,3.29224,***
25_30,5,25–30 °C,25–30 °C,hot,4,2,(2) agem^yday + agem^year + date,2738859,0.0263188,0.00440894,2.38e-9,2.63188,1.76773,3.49603,***
25_30,5,25–30 °C,25–30 °C,hot,4,3,(3) agem^week + state^year + weekday,2748411,0.0357919,0.00545216,5.21e-11,3.57919,2.51057,4.64781,***
25_30,5,25–30 °C,25–30 °C,hot,4,4,(4) agem + state^year + yday + weekday,2761626,0.0362932,0.00520445,3.09e-12,3.62932,2.60925,4.6494,***
25_30,5,25–30 °C,25–30 °C,hot,4,5,(5) agem^year^month + weekday,2643528,0.0332206,0.00353079,5.02e-21,3.32206,2.63003,4.0141,***
25_30,5,25–30 °C,25–30 °C,hot,4,6,(6) agem^weekday + agem^year^month,2642643,0.0334932,0.00355966,5.0000000000000005e-21,3.34932,2.65163,4.04701,***
25_30,5,25–30 °C,25–30 °C,hot,4,7,(7) agem^year^month + date,2643528,0.0223712,0.003352,2.49e-11,2.23712,1.58012,2.89411,***
25_30,5,25–30 °C,25–30 °C,hot,5,1,(1) agem + date,2761626,0.0223217,0.00508924,1.15e-5,2.23217,1.23468,3.22966,***
25_30,5,25–30 °C,25–30 °C,hot,5,2,(2) agem^yday + agem^year + date,2738859,0.0262362,0.00469274,2.26e-8,2.62362,1.70385,3.5434,***
25_30,5,25–30 °C,25–30 °C,hot,5,3,(3) agem^week + state^year + weekday,2748411,0.0359184,0.00583184,7.32e-10,3.59184,2.4488,4.73488,***
25_30,5,25–30 °C,25–30 °C,hot,5,4,(4) agem + state^year + yday + weekday,2761626,0.0364391,0.00522037,2.95e-12,3.64391,2.62072,4.6671,***
25_30,5,25–30 °C,25–30 °C,hot,5,5,(5) agem^year^month + weekday,2643528,0.0329828,0.00332321,3.24e-23,3.29828,2.64693,3.94963,***
25_30,5,25–30 °C,25–30 °C,hot,5,6,(6) agem^weekday + agem^year^month,2642643,0.0328999,0.00329859,1.9799999999999998e-23,3.28999,2.64346,3.93651,***
25_30,5,25–30 °C,25–30 °C,hot,5,7,(7) agem^year^month + date,2643528,0.0211086,0.00315905,2.36e-11,2.11086,1.49168,2.73003,***
25_30,5,25–30 °C,25–30 °C,hot,6,1,(1) agem + date,2761626,0.0213051,0.00567245,1.73e-4,2.13051,1.01871,3.24231,***
25_30,5,25–30 °C,25–30 °C,hot,6,2,(2) agem^yday + agem^year + date,2738859,0.0260248,0.00551034,2.33e-6,2.60248,1.52245,3.68251,***
25_30,5,25–30 °C,25–30 °C,hot,6,3,(3) agem^week + state^year + weekday,2748411,0.034528,0.0067587,3.24e-7,3.4528,2.1281,4.77751,***
25_30,5,25–30 °C,25–30 °C,hot,6,4,(4) agem + state^year + yday + weekday,2761626,0.0352084,0.00572869,7.95e-10,3.52084,2.39802,4.64367,***
25_30,5,25–30 °C,25–30 °C,hot,6,5,(5) agem^year^month + weekday,2643528,0.0323083,0.00391697,1.61e-16,3.23083,2.4631,3.99856,***
25_30,5,25–30 °C,25–30 °C,hot,6,6,(6) agem^weekday + agem^year^month,2642643,0.0326169,0.00391612,8.16e-17,3.26169,2.49413,4.02925,***
25_30,5,25–30 °C,25–30 °C,hot,6,7,(7) agem^year^month + date,2643528,0.0201189,0.00375442,8.38e-8,2.01189,1.27602,2.74775,***
25_30,5,25–30 °C,25–30 °C,hot,7,1,(1) agem + date,2761626,0.0215702,0.00618704,4.9e-4,2.15702,0.944356,3.36967,***
25_30,5,25–30 °C,25–30 °C,hot,7,2,(2) agem^yday + agem^year + date,2738859,0.025866,0.00584229,9.54e-6,2.5866,1.44151,3.73169,***
25_30,5,25–30 °C,25–30 °C,hot,7,3,(3) agem^week + state^year + weekday,2748411,0.0351217,0.00746839,2.57e-6,3.51217,2.04836,4.97597,***
25_30,5,25–30 °C,25–30 °C,hot,7,4,(4) agem + state^year + yday + weekday,2761626,0.0358134,0.00624856,9.96e-9,3.58134,2.35662,4.8060600000000004,***
25_30,5,25–30 °C,25–30 °C,hot,7,5,(5) agem^year^month + weekday,2643528,0.0330187,0.00425944,9.05e-15,3.30187,2.46702,4.13672,***
25_30,5,25–30 °C,25–30 °C,hot,7,6,(6) agem^weekday + agem^year^month,2642643,0.033896,0.0042333,1.18e-15,3.3896,2.55987,4.21933,***
25_30,5,25–30 °C,25–30 °C,hot,7,7,(7) agem^year^month + date,2643528,0.0199169,0.00417618,1.85e-6,1.99169,1.17316,2.81022,***
25_30,5,25–30 °C,25–30 °C,hot,8,1,(1) agem + date,2761626,0.0203427,0.00634022,0.00133,2.03427,0.791584,3.27695,***
25_30,5,25–30 °C,25–30 °C,hot,8,2,(2) agem^yday + agem^year + date,2738859,0.0243344,0.00611785,6.96e-5,2.43344,1.23434,3.63254,***
25_30,5,25–30 °C,25–30 °C,hot,8,3,(3) agem^week + state^year + weekday,2748411,0.0335765,0.00786381,1.96e-5,3.35765,1.81635,4.89896,***
25_30,5,25–30 °C,25–30 °C,hot,8,4,(4) agem + state^year + yday + weekday,2761626,0.0349226,0.00626953,2.54e-8,3.49226,2.26343,4.72109,***
25_30,5,25–30 °C,25–30 °C,hot,8,5,(5) agem^year^month + weekday,2643528,0.0314832,0.00416822,4.25e-14,3.14832,2.33135,3.96529,***
25_30,5,25–30 °C,25–30 °C,hot,8,6,(6) agem^weekday + agem^year^month,2642643,0.0322343,0.00412296,5.36e-15,3.22343,2.41533,4.03153,***
25_30,5,25–30 °C,25–30 °C,hot,8,7,(7) agem^year^month + date,2643528,0.0183159,0.00416318,1.09e-5,1.83159,1.0156,2.64757,***
25_30,5,25–30 °C,25–30 °C,hot,9,1,(1) agem + date,2761626,0.0210239,0.00687974,0.00224,2.10239,0.753964,3.45082,***
25_30,5,25–30 °C,25–30 °C,hot,9,2,(2) agem^yday + agem^year + date,2738859,0.0247872,0.00654583,1.53e-4,2.47872,1.19574,3.7617,***
25_30,5,25–30 °C,25–30 °C,hot,9,3,(3) agem^week + state^year + weekday,2748411,0.0346147,0.00878446,8.13e-5,3.46147,1.73972,5.18322,***
25_30,5,25–30 °C,25–30 °C,hot,9,4,(4) agem + state^year + yday + weekday,2761626,0.0357997,0.00687215,1.89e-7,3.57997,2.23303,4.92691,***
25_30,5,25–30 °C,25–30 °C,hot,9,5,(5) agem^year^month + weekday,2643528,0.0328081,0.00523029,3.55e-10,3.28081,2.25567,4.30595,***
25_30,5,25–30 °C,25–30 °C,hot,9,6,(6) agem^weekday + agem^year^month,2642643,0.0330365,0.00520574,2.21e-10,3.30365,2.28332,4.32397,***
25_30,5,25–30 °C,25–30 °C,hot,9,7,(7) agem^year^month + date,2643528,0.0184422,0.00504581,2.57e-4,1.84422,0.855242,2.8332,***
25_30,5,25–30 °C,25–30 °C,hot,10,1,(1) agem + date,2761626,0.0146875,0.00701346,0.0362,1.46875,0.0941089,2.84339,**
25_30,5,25–30 °C,25–30 °C,hot,10,2,(2) agem^yday + agem^year + date,2738859,0.018881,0.00680549,0.00553,1.8881,0.554222,3.22197,***
25_30,5,25–30 °C,25–30 °C,hot,10,3,(3) agem^week + state^year + weekday,2748411,0.027185,0.00912681,0.0029,2.7185,0.929644,4.50735,***
25_30,5,25–30 °C,25–30 °C,hot,10,4,(4) agem + state^year + yday + weekday,2761626,0.0287933,0.00686393,2.73e-5,2.87933,1.534,4.22466,***
25_30,5,25–30 °C,25–30 °C,hot,10,5,(5) agem^year^month + weekday,2643528,0.0263734,0.00502915,1.57e-7,2.63734,1.65163,3.62306,***
25_30,5,25–30 °C,25–30 °C,hot,10,6,(6) agem^weekday + agem^year^month,2642643,0.0266504,0.0050436,1.26e-7,2.66504,1.67649,3.65359,***
25_30,5,25–30 °C,25–30 °C,hot,10,7,(7) agem^year^month + date,2643528,0.0125755,0.00484374,0.00943,1.25755,0.308173,2.20692,***
25_30,5,25–30 °C,25–30 °C,hot,11,1,(1) agem + date,2761626,0.0131587,0.00713906,0.0653,1.31587,-0.0833896,2.71512,*
25_30,5,25–30 °C,25–30 °C,hot,11,2,(2) agem^yday + agem^year + date,2738859,0.0179563,0.0071654,0.0122,1.79563,0.391209,3.20005,**
25_30,5,25–30 °C,25–30 °C,hot,11,3,(3) agem^week + state^year + weekday,2748411,0.025277,0.00968452,0.00905,2.5277,0.629529,4.42586,***
25_30,5,25–30 °C,25–30 °C,hot,11,4,(4) agem + state^year + yday + weekday,2761626,0.0273444,0.00700689,9.52e-5,2.73444,1.36109,4.10779,***
25_30,5,25–30 °C,25–30 °C,hot,11,5,(5) agem^year^month + weekday,2643528,0.0247292,0.00550842,7.14e-6,2.47292,1.39326,3.55257,***
25_30,5,25–30 °C,25–30 °C,hot,11,6,(6) agem^weekday + agem^year^month,2642643,0.0252098,0.00549649,4.51e-6,2.52098,1.44367,3.59829,***
25_30,5,25–30 °C,25–30 °C,hot,11,7,(7) agem^year^month + date,2643528,0.0108482,0.0052903,0.0403,1.08482,0.0479186,2.12172,**
25_30,5,25–30 °C,25–30 °C,hot,12,1,(1) agem + date,2761626,0.0124078,0.00739363,0.0933,1.24078,-0.208374,2.68993,*
25_30,5,25–30 °C,25–30 °C,hot,12,2,(2) agem^yday + agem^year + date,2738859,0.0167833,0.00766405,0.0285,1.67833,0.176178,3.18048,**
25_30,5,25–30 °C,25–30 °C,hot,12,3,(3) agem^week + state^year + weekday,2748411,0.0238457,0.0103732,0.0215,2.38457,0.351413,4.41772,**
25_30,5,25–30 °C,25–30 °C,hot,12,4,(4) agem + state^year + yday + weekday,2761626,0.026577,0.00728861,2.66e-4,2.6577,1.22913,4.08626,***
25_30,5,25–30 °C,25–30 °C,hot,12,5,(5) agem^year^month + weekday,2643528,0.0238527,0.00557578,1.89e-5,2.38527,1.29242,3.47813,***
25_30,5,25–30 °C,25–30 °C,hot,12,6,(6) agem^weekday + agem^year^month,2642643,0.0240014,0.00556304,1.6e-5,2.40014,1.30979,3.4905,***
25_30,5,25–30 °C,25–30 °C,hot,12,7,(7) agem^year^month + date,2643528,0.00913415,0.00539114,0.0902,0.913415,-0.143249,1.97008,*
25_30,5,25–30 °C,25–30 °C,hot,13,1,(1) agem + date,2761626,0.0134095,0.00747611,0.0729,1.34095,-0.124363,2.80627,*
25_30,5,25–30 °C,25–30 °C,hot,13,2,(2) agem^yday + agem^year + date,2738859,0.0176822,0.00813213,0.0297,1.76822,0.174325,3.36212,**
25_30,5,25–30 °C,25–30 °C,hot,13,3,(3) agem^week + state^year + weekday,2748411,0.0236064,0.0109932,0.0318,2.36064,0.20598,4.5153,**
25_30,5,25–30 °C,25–30 °C,hot,13,4,(4) agem + state^year + yday + weekday,2761626,0.027278,0.00730776,1.89e-4,2.7278,1.29548,4.16012,***
25_30,5,25–30 °C,25–30 °C,hot,13,5,(5) agem^year^month + weekday,2643528,0.0246655,0.00561315,1.11e-5,2.46655,1.36638,3.56673,***
25_30,5,25–30 °C,25–30 °C,hot,13,6,(6) agem^weekday + agem^year^month,2642643,0.0252997,0.00562874,6.97e-6,2.52997,1.42673,3.6332,***
25_30,5,25–30 °C,25–30 °C,hot,13,7,(7) agem^year^month + date,2643528,0.00949418,0.00546487,0.0823,0.949418,-0.121695,2.02053,*
25_30,5,25–30 °C,25–30 °C,hot,14,1,(1) agem + date,2761626,0.0128789,0.00782608,0.0998,1.28789,-0.246022,2.8218,*
25_30,5,25–30 °C,25–30 °C,hot,14,2,(2) agem^yday + agem^year + date,2738859,0.016793,0.00858354,0.0504,1.6793,-0.0030703,3.36168,*
25_30,5,25–30 °C,25–30 °C,hot,14,3,(3) agem^week + state^year + weekday,2748411,0.0234206,0.0116394,0.0442,2.34206,0.0607351,4.62338,**
25_30,5,25–30 °C,25–30 °C,hot,14,4,(4) agem + state^year + yday + weekday,2761626,0.0271146,0.00782979,5.34e-4,2.71146,1.17682,4.2461,***
25_30,5,25–30 °C,25–30 °C,hot,14,5,(5) agem^year^month + weekday,2643528,0.0255168,0.00626263,4.61e-5,2.55168,1.3242,3.77915,***
25_30,5,25–30 °C,25–30 °C,hot,14,6,(6) agem^weekday + agem^year^month,2642643,0.0267074,0.00627768,2.1e-5,2.67074,1.44031,3.90116,***
25_30,5,25–30 °C,25–30 °C,hot,14,7,(7) agem^year^month + date,2643528,0.00841062,0.00604677,0.164,0.841062,-0.344104,2.02623,
25_30,5,25–30 °C,25–30 °C,hot,15,1,(1) agem + date,2761626,0.011965,0.0079192,0.131,1.1965,-0.355659,2.74867,
25_30,5,25–30 °C,25–30 °C,hot,15,2,(2) agem^yday + agem^year + date,2738859,0.0161236,0.0086411,0.0621,1.61236,-0.0812968,3.30601,*
25_30,5,25–30 °C,25–30 °C,hot,15,3,(3) agem^week + state^year + weekday,2748411,0.0224766,0.0120661,0.0625,2.24766,-0.117295,4.61262,*
25_30,5,25–30 °C,25–30 °C,hot,15,4,(4) agem + state^year + yday + weekday,2761626,0.0267385,0.00782897,6.37e-4,2.67385,1.13937,4.20832,***
25_30,5,25–30 °C,25–30 °C,hot,15,5,(5) agem^year^month + weekday,2643528,0.0255961,0.00617856,3.43e-5,2.55961,1.34861,3.7706,***
25_30,5,25–30 °C,25–30 °C,hot,15,6,(6) agem^weekday + agem^year^month,2642643,0.026664,0.00616088,1.5e-5,2.6664,1.4588699999999999,3.87394,***
25_30,5,25–30 °C,25–30 °C,hot,15,7,(7) agem^year^month + date,2643528,0.00675389,0.00610001,0.268,0.675389,-0.520212,1.87099,
25_30,5,25–30 °C,25–30 °C,hot,16,1,(1) agem + date,2761626,0.0111771,0.00840654,0.184,1.11771,-0.529968,2.7654,
25_30,5,25–30 °C,25–30 °C,hot,16,2,(2) agem^yday + agem^year + date,2738859,0.0155172,0.00942983,0.0999,1.55172,-0.296527,3.39997,*
25_30,5,25–30 °C,25–30 °C,hot,16,3,(3) agem^week + state^year + weekday,2748411,0.0217722,0.012765,0.0881,2.17722,-0.324712,4.67915,*
25_30,5,25–30 °C,25–30 °C,hot,16,4,(4) agem + state^year + yday + weekday,2761626,0.0265138,0.00829615,0.00139,2.65138,1.02533,4.27742,***
25_30,5,25–30 °C,25–30 °C,hot,16,5,(5) agem^year^month + weekday,2643528,0.0261814,0.00692185,1.55e-4,2.61814,1.26145,3.97482,***
25_30,5,25–30 °C,25–30 °C,hot,16,6,(6) agem^weekday + agem^year^month,2642643,0.0266639,0.00687462,1.05e-4,2.66639,1.31896,4.01381,***
25_30,5,25–30 °C,25–30 °C,hot,16,7,(7) agem^year^month + date,2643528,0.00563273,0.00670974,0.401,0.563273,-0.751836,1.87838,
25_30,5,25–30 °C,25–30 °C,hot,17,1,(1) agem + date,2761626,0.00818351,0.00834623,0.327,0.818351,-0.817511,2.45421,
25_30,5,25–30 °C,25–30 °C,hot,17,2,(2) agem^yday + agem^year + date,2738859,0.0128904,0.00949971,0.175,1.28904,-0.5729,3.15099,
25_30,5,25–30 °C,25–30 °C,hot,17,3,(3) agem^week + state^year + weekday,2748411,0.0175835,0.013193,0.183,1.75835,-0.827476,4.34418,
25_30,5,25–30 °C,25–30 °C,hot,17,4,(4) agem + state^year + yday + weekday,2761626,0.0237703,0.00808521,0.00328,2.37703,0.79233,3.96173,***
25_30,5,25–30 °C,25–30 °C,hot,17,5,(5) agem^year^month + weekday,2643528,0.0239125,0.0064504,2.1e-4,2.39125,1.12697,3.65553,***
25_30,5,25–30 °C,25–30 °C,hot,17,6,(6) agem^weekday + agem^year^month,2642643,0.0244631,0.006453,1.5e-4,2.44631,1.18152,3.7111,***
25_30,5,25–30 °C,25–30 °C,hot,17,7,(7) agem^year^month + date,2643528,0.00298267,0.00641204,0.642,0.298267,-0.958493,1.55503,
25_30,5,25–30 °C,25–30 °C,hot,18,1,(1) agem + date,2761626,0.00900948,0.00850033,0.289,0.900948,-0.765117,2.56701,
25_30,5,25–30 °C,25–30 °C,hot,18,2,(2) agem^yday + agem^year + date,2738859,0.0135524,0.0100436,0.177,1.35524,-0.613307,3.32378,
25_30,5,25–30 °C,25–30 °C,hot,18,3,(3) agem^week + state^year + weekday,2748411,0.0171817,0.0138781,0.216,1.71817,-1.00194,4.43827,
25_30,5,25–30 °C,25–30 °C,hot,18,4,(4) agem + state^year + yday + weekday,2761626,0.0249629,0.00823678,0.00244,2.49629,0.881882,4.1107,***
25_30,5,25–30 °C,25–30 °C,hot,18,5,(5) agem^year^month + weekday,2643528,0.0249152,0.00669583,1.98e-4,2.49152,1.17914,3.8039,***
25_30,5,25–30 °C,25–30 °C,hot,18,6,(6) agem^weekday + agem^year^month,2642643,0.0258113,0.00668615,1.13e-4,2.58113,1.27065,3.89162,***
25_30,5,25–30 °C,25–30 °C,hot,18,7,(7) agem^year^month + date,2643528,0.00339303,0.00661065,0.608,0.339303,-0.956385,1.63499,
25_30,5,25–30 °C,25–30 °C,hot,19,1,(1) agem + date,2761626,0.00995527,0.00874503,0.255,0.995527,-0.718498,2.70955,
25_30,5,25–30 °C,25–30 °C,hot,19,2,(2) agem^yday + agem^year + date,2738859,0.0132581,0.0102442,0.196,1.32581,-0.682055,3.33368,
25_30,5,25–30 °C,25–30 °C,hot,19,3,(3) agem^week + state^year + weekday,2748411,0.01732,0.0142991,0.226,1.732,-1.07062,4.53461,
25_30,5,25–30 °C,25–30 °C,hot,19,4,(4) agem + state^year + yday + weekday,2761626,0.0260308,0.00848591,0.00216,2.60308,0.939838,4.26631,***
25_30,5,25–30 °C,25–30 °C,hot,19,5,(5) agem^year^month + weekday,2643528,0.0263729,0.00696165,1.52e-4,2.63729,1.27281,4.00178,***
25_30,5,25–30 °C,25–30 °C,hot,19,6,(6) agem^weekday + agem^year^month,2642643,0.0269285,0.00692796,1.02e-4,2.69285,1.33497,4.05073,***
25_30,5,25–30 °C,25–30 °C,hot,19,7,(7) agem^year^month + date,2643528,0.00341085,0.00684913,0.618,0.341085,-1.00134,1.68351,
25_30,5,25–30 °C,25–30 °C,hot,20,1,(1) agem + date,2761626,0.00927203,0.00876318,0.29,0.927203,-0.790381,2.64479,
25_30,5,25–30 °C,25–30 °C,hot,20,2,(2) agem^yday + agem^year + date,2738859,0.0126826,0.0107323,0.237,1.26826,-0.83528,3.3718,
25_30,5,25–30 °C,25–30 °C,hot,20,3,(3) agem^week + state^year + weekday,2748411,0.0159509,0.0148337,0.282,1.59509,-1.31231,4.50248,
25_30,5,25–30 °C,25–30 °C,hot,20,4,(4) agem + state^year + yday + weekday,2761626,0.0258849,0.00836513,0.00197,2.58849,0.948926,4.22806,***
25_30,5,25–30 °C,25–30 °C,hot,20,5,(5) agem^year^month + weekday,2643528,0.0265514,0.00685429,1.07e-4,2.65514,1.3117,3.99858,***
25_30,5,25–30 °C,25–30 °C,hot,20,6,(6) agem^weekday + agem^year^month,2642643,0.027545,0.00687322,6.13e-5,2.7545,1.40735,4.10165,***
25_30,5,25–30 °C,25–30 °C,hot,20,7,(7) agem^year^month + date,2643528,0.00218224,0.00692926,0.753,0.218224,-1.13991,1.57636,
25_30,5,25–30 °C,25–30 °C,hot,21,1,(1) agem + date,2761626,0.00982673,0.00900344,0.275,0.982673,-0.782001,2.74735,
25_30,5,25–30 °C,25–30 °C,hot,21,2,(2) agem^yday + agem^year + date,2738859,0.0129184,0.0112309,0.25,1.29184,-0.909419,3.49311,
25_30,5,25–30 °C,25–30 °C,hot,21,3,(3) agem^week + state^year + weekday,2748411,0.0153335,0.0156692,0.328,1.53335,-1.53782,4.60452,
25_30,5,25–30 °C,25–30 °C,hot,21,4,(4) agem + state^year + yday + weekday,2761626,0.0267758,0.00866137,0.00199,2.67758,0.979956,4.37521,***
25_30,5,25–30 °C,25–30 °C,hot,21,5,(5) agem^year^month + weekday,2643528,0.0279744,0.00722792,1.09e-4,2.79744,1.38077,4.21411,***
25_30,5,25–30 °C,25–30 °C,hot,21,6,(6) agem^weekday + agem^year^month,2642643,0.0293927,0.00724985,5.03e-5,2.93927,1.5183,4.36024,***
25_30,5,25–30 °C,25–30 °C,hot,21,7,(7) agem^year^month + date,2643528,0.00239576,0.00723961,0.741,0.239576,-1.17939,1.65854,
25_30,5,25–30 °C,25–30 °C,hot,22,1,(1) agem + date,2761626,0.00775074,0.00911144,0.395,0.775074,-1.01077,2.56092,
25_30,5,25–30 °C,25–30 °C,hot,22,2,(2) agem^yday + agem^year + date,2738859,0.010544,0.0116041,0.364,1.0544,-1.22,3.32881,
25_30,5,25–30 °C,25–30 °C,hot,22,3,(3) agem^week + state^year + weekday,2748411,0.0126215,0.0162704,0.438,1.26215,-1.92684,4.45114,
25_30,5,25–30 °C,25–30 °C,hot,22,4,(4) agem + state^year + yday + weekday,2761626,0.0259038,0.00873547,0.00302,2.59038,0.878231,4.30253,***
25_30,5,25–30 °C,25–30 °C,hot,22,5,(5) agem^year^month + weekday,2643528,0.0272563,0.0072502,1.7e-4,2.72563,1.30459,4.14667,***
25_30,5,25–30 °C,25–30 °C,hot,22,6,(6) agem^weekday + agem^year^month,2642643,0.0285712,0.00724954,8.11e-5,2.85712,1.43621,4.27803,***
25_30,5,25–30 °C,25–30 °C,hot,22,7,(7) agem^year^month + date,2643528,1.7179e-4,0.00741535,0.982,0.017179,-1.43623,1.47059,
25_30,5,25–30 °C,25–30 °C,hot,23,1,(1) agem + date,2761626,0.0109684,0.00917306,0.232,1.09684,-0.701082,2.8947600000000002,
25_30,5,25–30 °C,25–30 °C,hot,23,2,(2) agem^yday + agem^year + date,2738859,0.0131371,0.0116701,0.26,1.31371,-0.973634,3.60106,
25_30,5,25–30 °C,25–30 °C,hot,23,3,(3) agem^week + state^year + weekday,2748411,0.0157717,0.0167286,0.346,1.57717,-1.70163,4.85597,
25_30,5,25–30 °C,25–30 °C,hot,23,4,(4) agem + state^year + yday + weekday,2761626,0.0305479,0.00876259,4.9e-4,3.05479,1.33733,4.77226,***
25_30,5,25–30 °C,25–30 °C,hot,23,5,(5) agem^year^month + weekday,2643528,0.032558,0.00746888,1.31e-5,3.2558,1.7919,4.7197,***
25_30,5,25–30 °C,25–30 °C,hot,23,6,(6) agem^weekday + agem^year^month,2642643,0.0332835,0.00744058,7.7e-6,3.32835,1.87,4.78671,***
25_30,5,25–30 °C,25–30 °C,hot,23,7,(7) agem^year^month + date,2643528,0.0029474,0.00766317,0.701,0.29474,-1.20724,1.79672,
25_30,5,25–30 °C,25–30 °C,hot,24,1,(1) agem + date,2761626,0.011112,0.00909299,0.222,1.1112,-0.671025,2.89343,
25_30,5,25–30 °C,25–30 °C,hot,24,2,(2) agem^yday + agem^year + date,2738859,0.013821,0.0121322,0.255,1.3821,-0.995814,3.76,
25_30,5,25–30 °C,25–30 °C,hot,24,3,(3) agem^week + state^year + weekday,2748411,0.0148952,0.0172276,0.387,1.48952,-1.8871,4.86614,
