bin,bin_order,bin_label_en,bin_label_es,side,horizon,spec,fe_name,nobs,estimate,se,p,pct,ci_low,ci_high,stars
10_15,2,10–15 °C,10–15 °C,cold,14,6,(6) agem^weekday + agem^year^month,2642643,-0.0882854,0.00765073,8.34e-31,-8.82854,-10.3281,-7.32899,***
10_15,2,10–15 °C,10–15 °C,cold,14,7,(7) agem^year^month + date,2643528,-0.0177681,0.00933375,0.057,-1.77681,-3.60622,0.052609,*
10_15,2,10–15 °C,10–15 °C,cold,15,1,(1) agem + date,2761626,-0.0434827,0.0108845,6.47e-5,-4.34827,-6.48164,-2.2149,***
10_15,2,10–15 °C,10–15 °C,cold,15,2,(2) agem^yday + agem^year + date,2738859,-0.0431297,0.0137971,0.00177,-4.31297,-7.01721,-1.60873,***
10_15,2,10–15 °C,10–15 °C,cold,15,3,(3) agem^week + state^year + weekday,2748411,-0.0873286,0.0137155,1.93e-10,-8.73286,-11.4211,-6.04462,***
10_15,2,10–15 °C,10–15 °C,cold,15,4,(4) agem + state^year + yday + weekday,2761626,-0.0651506,0.00842004,1.01e-14,-6.51506,-8.16539,-4.86474,***
10_15,2,10–15 °C,10–15 °C,cold,15,5,(5) agem^year^month + weekday,2643528,-0.0929325,0.007432,7.07e-36,-9.29325,-10.7499,-7.83658,***
10_15,2,10–15 °C,10–15 °C,cold,15,6,(6) agem^weekday + agem^year^month,2642643,-0.0907956,0.00739512,1.19e-34,-9.07956,-10.529,-7.63012,***
10_15,2,10–15 °C,10–15 °C,cold,15,7,(7) agem^year^month + date,2643528,-0.015408,0.00883209,0.0811,-1.5408,-3.27189,0.190286,*
10_15,2,10–15 °C,10–15 °C,cold,16,1,(1) agem + date,2761626,-0.0434874,0.0112491,1.11e-4,-4.34874,-6.55356,-2.14393,***
10_15,2,10–15 °C,10–15 °C,cold,16,2,(2) agem^yday + agem^year + date,2738859,-0.0439509,0.014258,0.00205,-4.39509,-7.18965,-1.60053,***
10_15,2,10–15 °C,10–15 °C,cold,16,3,(3) agem^week + state^year + weekday,2748411,-0.0887845,0.0142772,5.01e-10,-8.87845,-11.6768,-6.08013,***
10_15,2,10–15 °C,10–15 °C,cold,16,4,(4) agem + state^year + yday + weekday,2761626,-0.0644826,0.0087518,1.73e-13,-6.44826,-8.16362,-4.73291,***
10_15,2,10–15 °C,10–15 °C,cold,16,5,(5) agem^year^month + weekday,2643528,-0.0970473,0.00799317,6.38e-34,-9.70473,-11.2714,-8.13807,***
10_15,2,10–15 °C,10–15 °C,cold,16,6,(6) agem^weekday + agem^year^month,2642643,-0.0949981,0.00797872,1.1e-32,-9.49981,-11.0636,-7.93598,***
10_15,2,10–15 °C,10–15 °C,cold,16,7,(7) agem^year^month + date,2643528,-0.0143184,0.00960272,0.136,-1.43184,-3.31398,0.450289,
10_15,2,10–15 °C,10–15 °C,cold,17,1,(1) agem + date,2761626,-0.0399036,0.0111669,3.52e-4,-3.99036,-6.17907,-1.80165,***
10_15,2,10–15 °C,10–15 °C,cold,17,2,(2) agem^yday + agem^year + date,2738859,-0.0406563,0.0147301,0.00578,-4.06563,-6.95272,-1.17853,***
10_15,2,10–15 °C,10–15 °C,cold,17,3,(3) agem^week + state^year + weekday,2748411,-0.0858758,0.0148327,7.05e-9,-8.58758,-11.4948,-5.68038,***
10_15,2,10–15 °C,10–15 °C,cold,17,4,(4) agem + state^year + yday + weekday,2761626,-0.0609723,0.00888452,6.75e-12,-6.09723,-7.83859,-4.35586,***
10_15,2,10–15 °C,10–15 °C,cold,17,5,(5) agem^year^month + weekday,2643528,-0.0970279,0.0082452,5.72e-32,-9.70279,-11.3189,-8.08673,***
10_15,2,10–15 °C,10–15 °C,cold,17,6,(6) agem^weekday + agem^year^month,2642643,-0.0958364,0.00818222,1.0999999999999998e-31,-9.58364,-11.1874,-7.97993,***
10_15,2,10–15 °C,10–15 °C,cold,17,7,(7) agem^year^month + date,2643528,-0.0100242,0.0100013,0.316,-1.00242,-2.96267,0.957841,
10_15,2,10–15 °C,10–15 °C,cold,18,1,(1) agem + date,2761626,-0.0431033,0.0109904,8.79e-5,-4.31033,-6.46445,-2.1562,***
10_15,2,10–15 °C,10–15 °C,cold,18,2,(2) agem^yday + agem^year + date,2738859,-0.0446509,0.0149516,0.00282,-4.46509,-7.3956,-1.53458,***
10_15,2,10–15 °C,10–15 °C,cold,18,3,(3) agem^week + state^year + weekday,2748411,-0.0858324,0.015499,3.06e-8,-8.58324,-11.621,-5.54544,***
10_15,2,10–15 °C,10–15 °C,cold,18,4,(4) agem + state^year + yday + weekday,2761626,-0.0609888,0.00903763,1.5e-11,-6.09888,-7.87025,-4.3275,***
10_15,2,10–15 °C,10–15 °C,cold,18,5,(5) agem^year^month + weekday,2643528,-0.0989454,0.00804681,9.489999999999999e-35,-9.89454,-11.4717,-8.31737,***
10_15,2,10–15 °C,10–15 °C,cold,18,6,(6) agem^weekday + agem^year^month,2642643,-0.0976035,0.00801514,4.0999999999999995e-34,-9.76035,-11.3313,-8.18938,***
10_15,2,10–15 °C,10–15 °C,cold,18,7,(7) agem^year^month + date,2643528,-0.0124418,0.00976734,0.203,-1.24418,-3.15858,0.670219,
10_15,2,10–15 °C,10–15 °C,cold,19,1,(1) agem + date,2761626,-0.0397547,0.0109251,2.74e-4,-3.97547,-6.11679,-1.83416,***
10_15,2,10–15 °C,10–15 °C,cold,19,2,(2) agem^yday + agem^year + date,2738859,-0.0424002,0.0153123,0.00562,-4.24002,-7.24123,-1.2388,***
10_15,2,10–15 °C,10–15 °C,cold,19,3,(3) agem^week + state^year + weekday,2748411,-0.0817234,0.0160887,3.78e-7,-8.17234,-11.3257,-5.01895,***
10_15,2,10–15 °C,10–15 °C,cold,19,4,(4) agem + state^year + yday + weekday,2761626,-0.05495,0.00919304,2.27e-9,-5.495,-7.29684,-3.69316,***
10_15,2,10–15 °C,10–15 °C,cold,19,5,(5) agem^year^month + weekday,2643528,-0.0965648,0.00849425,6.02e-30,-9.65648,-11.3214,-7.99161,***
10_15,2,10–15 °C,10–15 °C,cold,19,6,(6) agem^weekday + agem^year^month,2642643,-0.0954687,0.00850308,2.99e-29,-9.54687,-11.2135,-7.88027,***
10_15,2,10–15 °C,10–15 °C,cold,19,7,(7) agem^year^month + date,2643528,-0.00824911,0.0107735,0.444,-0.824911,-2.93652,1.2867,
10_15,2,10–15 °C,10–15 °C,cold,20,1,(1) agem + date,2761626,-0.0380777,0.0112037,6.77e-4,-3.80777,-6.0037,-1.61184,***
10_15,2,10–15 °C,10–15 °C,cold,20,2,(2) agem^yday + agem^year + date,2738859,-0.0403226,0.0158983,0.0112,-4.03226,-7.14832,-0.916196,**
10_15,2,10–15 °C,10–15 °C,cold,20,3,(3) agem^week + state^year + weekday,2748411,-0.0788789,0.0166767,2.25e-6,-7.88789,-11.1565,-4.61926,***
10_15,2,10–15 °C,10–15 °C,cold,20,4,(4) agem + state^year + yday + weekday,2761626,-0.049819,0.00907748,4.06e-8,-4.9819,-6.76108,-3.20271,***
10_15,2,10–15 °C,10–15 °C,cold,20,5,(5) agem^year^month + weekday,2643528,-0.0959756,0.00843938,5.7399999999999995e-30,-9.59756,-11.2517,-7.94344,***
10_15,2,10–15 °C,10–15 °C,cold,20,6,(6) agem^weekday + agem^year^month,2642643,-0.0952114,0.0083876,7.289999999999999e-30,-9.52114,-11.1651,-7.87717,***
10_15,2,10–15 °C,10–15 °C,cold,20,7,(7) agem^year^month + date,2643528,-0.00527896,0.0112877,0.64,-0.527896,-2.74029,1.6845,
10_15,2,10–15 °C,10–15 °C,cold,21,1,(1) agem + date,2761626,-0.0408263,0.0116891,4.78e-4,-4.08263,-6.3737,-1.79156,***
10_15,2,10–15 °C,10–15 °C,cold,21,2,(2) agem^yday + agem^year + date,2738859,-0.0436216,0.0169328,0.00999,-4.36216,-7.68099,-1.04333,***
10_15,2,10–15 °C,10–15 °C,cold,21,3,(3) agem^week + state^year + weekday,2748411,-0.08223,0.0178065,3.87e-6,-8.223,-11.7131,-4.73294,***
10_15,2,10–15 °C,10–15 °C,cold,21,4,(4) agem + state^year + yday + weekday,2761626,-0.0506721,0.00971864,1.85e-7,-5.06721,-6.97207,-3.16236,***
10_15,2,10–15 °C,10–15 °C,cold,21,5,(5) agem^year^month + weekday,2643528,-0.102137,0.0090644,1.8900000000000002e-29,-10.2137,-11.9903,-8.43705,***
10_15,2,10–15 °C,10–15 °C,cold,21,6,(6) agem^weekday + agem^year^month,2642643,-0.100757,0.00900722,4.7600000000000004e-29,-10.0757,-11.8412,-8.31033,***
10_15,2,10–15 °C,10–15 °C,cold,21,7,(7) agem^year^month + date,2643528,-0.00723187,0.0117495,0.538,-0.723187,-3.02609,1.57972,
10_15,2,10–15 °C,10–15 °C,cold,22,1,(1) agem + date,2761626,-0.0385327,0.0119691,0.00128,-3.85327,-6.19922,-1.50732,***
10_15,2,10–15 °C,10–15 °C,cold,22,2,(2) agem^yday + agem^year + date,2738859,-0.0425371,0.0173288,0.0141,-4.25371,-7.65016,-0.857254,**
10_15,2,10–15 °C,10–15 °C,cold,22,3,(3) agem^week + state^year + weekday,2748411,-0.0812915,0.0183068,8.97e-6,-8.12915,-11.7173,-4.54102,***
10_15,2,10–15 °C,10–15 °C,cold,22,4,(4) agem + state^year + yday + weekday,2761626,-0.04883,0.00996237,9.51e-7,-4.883,-6.83562,-2.93037,***
10_15,2,10–15 °C,10–15 °C,cold,22,5,(5) agem^year^month + weekday,2643528,-0.103957,0.00919299,1.1900000000000001e-29,-10.3957,-12.1975,-8.59387,***
10_15,2,10–15 °C,10–15 °C,cold,22,6,(6) agem^weekday + agem^year^month,2642643,-0.101627,0.00910272,6.09e-29,-10.1627,-11.9468,-8.37853,***
10_15,2,10–15 °C,10–15 °C,cold,22,7,(7) agem^year^month + date,2643528,-0.00410704,0.0120375,0.733,-0.410704,-2.77005,1.94865,
10_15,2,10–15 °C,10–15 °C,cold,23,1,(1) agem + date,2761626,-0.0370933,0.0118278,0.00171,-3.70933,-6.02757,-1.39108,***
10_15,2,10–15 °C,10–15 °C,cold,23,2,(2) agem^yday + agem^year + date,2738859,-0.0433085,0.0177507,0.0147,-4.33085,-7.80998,-0.851707,**
10_15,2,10–15 °C,10–15 °C,cold,23,3,(3) agem^week + state^year + weekday,2748411,-0.0815262,0.0188789,1.57e-5,-8.15262,-11.8529,-4.45236,***
10_15,2,10–15 °C,10–15 °C,cold,23,4,(4) agem + state^year + yday + weekday,2761626,-0.0481133,0.00999223,1.47e-6,-4.81133,-6.7698,-2.85285,***
10_15,2,10–15 °C,10–15 °C,cold,23,5,(5) agem^year^month + weekday,2643528,-0.106583,0.0095432,5.81e-29,-10.6583,-12.5288,-8.78787,***
10_15,2,10–15 °C,10–15 °C,cold,23,6,(6) agem^weekday + agem^year^month,2642643,-0.104284,0.00944147,2.31e-28,-10.4284,-12.2789,-8.57784,***
10_15,2,10–15 °C,10–15 °C,cold,23,7,(7) agem^year^month + date,2643528,-0.0024066,0.0126521,0.849,-0.24066,-2.72047,2.23915,
10_15,2,10–15 °C,10–15 °C,cold,24,1,(1) agem + date,2761626,-0.0354728,0.0119205,0.00292,-3.54728,-5.88369,-1.21087,***
10_15,2,10–15 °C,10–15 °C,cold,24,2,(2) agem^yday + agem^year + date,2738859,-0.0446616,0.0186292,0.0165,-4.46616,-8.11748,-0.814851,**
10_15,2,10–15 °C,10–15 °C,cold,24,3,(3) agem^week + state^year + weekday,2748411,-0.080235,0.0196645,4.5e-5,-8.0235,-11.8777,-4.16926,***
10_15,2,10–15 °C,10–15 °C,cold,24,4,(4) agem + state^year + yday + weekday,2761626,-0.0445235,0.0103187,1.6e-5,-4.45235,-6.47481,-2.4299,***
10_15,2,10–15 °C,10–15 °C,cold,24,5,(5) agem^year^month + weekday,2643528,-0.107941,0.00948942,5.58e-30,-10.7941,-12.6541,-8.93422,***
10_15,2,10–15 °C,10–15 °C,cold,24,6,(6) agem^weekday + agem^year^month,2642643,-0.106475,0.00939876,9.47e-30,-10.6475,-12.4897,-8.80538,***
10_15,2,10–15 °C,10–15 °C,cold,24,7,(7) agem^year^month + date,2643528,-6.89969e-4,0.0126395,0.956,-0.0689969,-2.54635,2.40835,
10_15,2,10–15 °C,10–15 °C,cold,25,1,(1) agem + date,2761626,-0.0357821,0.0122595,0.00351,-3.57821,-5.98108,-1.17534,***
10_15,2,10–15 °C,10–15 °C,cold,25,2,(2) agem^yday + agem^year + date,2738859,-0.0459319,0.0190503,0.0159,-4.59319,-8.32705,-0.85933,**
10_15,2,10–15 °C,10–15 °C,cold,25,3,(3) agem^week + state^year + weekday,2748411,-0.0806506,0.0203173,7.2e-5,-8.06506,-12.0472,-4.08286,***
10_15,2,10–15 °C,10–15 °C,cold,25,4,(4) agem + state^year + yday + weekday,2761626,-0.0427157,0.0106731,6.28e-5,-4.27157,-6.36349,-2.17965,***
10_15,2,10–15 °C,10–15 °C,cold,25,5,(5) agem^year^month + weekday,2643528,-0.111243,0.00956987,3.0999999999999996e-31,-11.1243,-13,-9.24857,***
10_15,2,10–15 °C,10–15 °C,cold,25,6,(6) agem^weekday + agem^year^month,2642643,-0.109689,0.00951236,9.179999999999999e-31,-10.9689,-12.8334,-9.10452,***
10_15,2,10–15 °C,10–15 °C,cold,25,7,(7) agem^year^month + date,2643528,-7.29335e-4,0.0127761,0.954,-0.0729335,-2.57705,2.43119,
10_15,2,10–15 °C,10–15 °C,cold,26,1,(1) agem + date,2761626,-0.0371088,0.0124082,0.00278,-3.71088,-6.14288,-1.27887,***
10_15,2,10–15 °C,10–15 °C,cold,26,2,(2) agem^yday + agem^year + date,2738859,-0.0481038,0.0200525,0.0164,-4.81038,-8.74067,-0.88009,**
10_15,2,10–15 °C,10–15 °C,cold,26,3,(3) agem^week + state^year + weekday,2748411,-0.0824452,0.0210482,8.97e-5,-8.24452,-12.37,-4.11908,***
10_15,2,10–15 °C,10–15 °C,cold,26,4,(4) agem + state^year + yday + weekday,2761626,-0.0426275,0.0110496,1.14e-4,-4.26275,-6.42847,-2.09703,***
10_15,2,10–15 °C,10–15 °C,cold,26,5,(5) agem^year^month + weekday,2643528,-0.115738,0.00989095,1.2499999999999999e-31,-11.5738,-13.5124,-9.63514,***
10_15,2,10–15 °C,10–15 °C,cold,26,6,(6) agem^weekday + agem^year^month,2642643,-0.114388,0.0098587,3.99e-31,-11.4388,-13.3711,-9.50648,***
10_15,2,10–15 °C,10–15 °C,cold,26,7,(7) agem^year^month + date,2643528,-0.00160207,0.013396,0.905,-0.160207,-2.78583,2.46541,
10_15,2,10–15 °C,10–15 °C,cold,27,1,(1) agem + date,2761626,-0.0353108,0.0129151,0.00626,-3.53108,-6.06244,-0.999722,***
10_15,2,10–15 °C,10–15 °C,cold,27,2,(2) agem^yday + agem^year + date,2738859,-0.0473188,0.0205565,0.0213,-4.73188,-8.76096,-0.702797,**
10_15,2,10–15 °C,10–15 °C,cold,27,3,(3) agem^week + state^year + weekday,2748411,-0.0813976,0.0217234,1.79e-4,-8.13976,-12.3975,-3.88198,***
10_15,2,10–15 °C,10–15 °C,cold,27,4,(4) agem + state^year + yday + weekday,2761626,-0.0393037,0.0113641,5.43e-4,-3.93037,-6.15773,-1.70302,***
10_15,2,10–15 °C,10–15 °C,cold,27,5,(5) agem^year^month + weekday,2643528,-0.116864,0.0101987,2.13e-30,-11.6864,-13.6854,-9.68747,***
10_15,2,10–15 °C,10–15 °C,cold,27,6,(6) agem^weekday + agem^year^month,2642643,-0.116076,0.0101357,2.29e-30,-11.6076,-13.5942,-9.62098,***
10_15,2,10–15 °C,10–15 °C,cold,27,7,(7) agem^year^month + date,2643528,8.71449e-4,0.0136371,0.949,0.0871449,-2.58572,2.76001,
10_15,2,10–15 °C,10–15 °C,cold,28,1,(1) agem + date,2761626,-0.0344678,0.0131072,0.00855,-3.44678,-6.01579,-0.877759,***
10_15,2,10–15 °C,10–15 °C,cold,28,2,(2) agem^yday + agem^year + date,2738859,-0.0484289,0.0207127,0.0194,-4.84289,-8.90257,-0.783204,**
10_15,2,10–15 °C,10–15 °C,cold,28,3,(3) agem^week + state^year + weekday,2748411,-0.0821169,0.0222619,2.25e-4,-8.21169,-12.575,-3.84836,***
10_15,2,10–15 °C,10–15 °C,cold,28,4,(4) agem + state^year + yday + weekday,2761626,-0.0381789,0.0116286,0.00103,-3.81789,-6.09711,-1.53868,***
10_15,2,10–15 °C,10–15 °C,cold,28,5,(5) agem^year^month + weekday,2643528,-0.119001,0.0106056,3.23e-29,-11.9001,-13.9788,-9.82146,***
10_15,2,10–15 °C,10–15 °C,cold,28,6,(6) agem^weekday + agem^year^month,2642643,-0.117757,0.0105161,4.1800000000000003e-29,-11.7757,-13.8369,-9.71455,***
10_15,2,10–15 °C,10–15 °C,cold,28,7,(7) agem^year^month + date,2643528,0.00151163,0.0139898,0.914,0.151163,-2.59083,2.89316,
10_15,2,10–15 °C,10–15 °C,cold,29,1,(1) agem + date,2761626,-0.0379808,0.014007,0.0067,-3.79808,-6.54344,-1.05271,***
10_15,2,10–15 °C,10–15 °C,cold,29,2,(2) agem^yday + agem^year + date,2738859,-0.0539291,0.0218547,0.0136,-5.39291,-9.67643,-1.10939,**
10_15,2,10–15 °C,10–15 °C,cold,29,3,(3) agem^week + state^year + weekday,2748411,-0.0853225,0.0235177,2.86e-4,-8.53225,-13.1417,-3.92278,***
10_15,2,10–15 °C,10–15 °C,cold,29,4,(4) agem + state^year + yday + weekday,2761626,-0.0403208,0.0124059,0.00115,-4.03208,-6.46364,-1.60052,***
10_15,2,10–15 °C,10–15 °C,cold,29,5,(5) agem^year^month + weekday,2643528,-0.123517,0.0105638,1.3899999999999999e-31,-12.3517,-14.4222,-10.2812,***
10_15,2,10–15 °C,10–15 °C,cold,29,6,(6) agem^weekday + agem^year^month,2642643,-0.121388,0.0104439,3.16e-31,-12.1388,-14.1858,-10.0918,***
10_15,2,10–15 °C,10–15 °C,cold,29,7,(7) agem^year^month + date,2643528,-0.00246174,0.0138109,0.859,-0.246174,-2.95311,2.46076,
10_15,2,10–15 °C,10–15 °C,cold,30,1,(1) agem + date,2761626,-0.0319876,0.0152649,0.0361,-3.19876,-6.19068,-0.206834,**
10_15,2,10–15 °C,10–15 °C,cold,30,2,(2) agem^yday + agem^year + date,2738859,-0.0525389,0.0226744,0.0205,-5.25389,-9.69808,-0.809698,**
10_15,2,10–15 °C,10–15 °C,cold,30,3,(3) agem^week + state^year + weekday,2748411,-0.0795212,0.0248694,0.00139,-7.95212,-12.8265,-3.07772,***
10_15,2,10–15 °C,10–15 °C,cold,30,4,(4) agem + state^year + yday + weekday,2761626,-0.0301347,0.0136322,0.0271,-3.01347,-5.68539,-0.341555,**
10_15,2,10–15 °C,10–15 °C,cold,30,5,(5) agem^year^month + weekday,2643528,-0.11958,0.0109495,9.14e-28,-11.958,-14.1041,-9.81194,***
10_15,2,10–15 °C,10–15 °C,cold,30,6,(6) agem^weekday + agem^year^month,2642643,-0.117888,0.0108403,1.5200000000000002e-27,-11.7888,-13.9135,-9.66416,***
10_15,2,10–15 °C,10–15 °C,cold,30,7,(7) agem^year^month + date,2643528,0.00114598,0.0145675,0.937,0.114598,-2.74062,2.96982,
15_20,3,15–20 °C,15–20 °C,cold,0,1,(1) agem + date,2761626,-0.0205095,0.0021563,1.88e-21,-2.05095,-2.47359,-1.62832,***
15_20,3,15–20 °C,15–20 °C,cold,0,2,(2) agem^yday + agem^year + date,2738859,-0.020317,0.0020959,3.21e-22,-2.0317,-2.44249,-1.6209,***
15_20,3,15–20 °C,15–20 °C,cold,0,3,(3) agem^week + state^year + weekday,2748411,-0.0308609,0.0019209,4.42e-58,-3.08609,-3.46259,-2.7096,***
15_20,3,15–20 °C,15–20 °C,cold,0,4,(4) agem + state^year + yday + weekday,2761626,-0.0296452,0.00191967,8.42e-54,-2.96452,-3.34078,-2.58827,***
15_20,3,15–20 °C,15–20 °C,cold,0,5,(5) agem^year^month + weekday,2643528,-0.0268117,0.00169319,1.78e-56,-2.68117,-3.01304,-2.34931,***
15_20,3,15–20 °C,15–20 °C,cold,0,6,(6) agem^weekday + agem^year^month,2642643,-0.0271041,0.00166958,2.8900000000000003e-59,-2.71041,-3.03764,-2.38317,***
15_20,3,15–20 °C,15–20 °C,cold,0,7,(7) agem^year^month + date,2643528,-0.0187135,0.00183691,2.26e-24,-1.87135,-2.23138,-1.51131,***
15_20,3,15–20 °C,15–20 °C,cold,1,1,(1) agem + date,2761626,-0.0258222,0.00259967,2.9999999999999994e-23,-2.58222,-3.09175,-2.07268,***
15_20,3,15–20 °C,15–20 °C,cold,1,2,(2) agem^yday + agem^year + date,2738859,-0.0255807,0.00231588,2.3e-28,-2.55807,-3.01198,-2.10416,***
15_20,3,15–20 °C,15–20 °C,cold,1,3,(3) agem^week + state^year + weekday,2748411,-0.0391803,0.0020374,2.0599999999999995e-82,-3.91803,-4.31736,-3.5187,***
15_20,3,15–20 °C,15–20 °C,cold,1,4,(4) agem + state^year + yday + weekday,2761626,-0.0370307,0.00212107,2.9699999999999995e-68,-3.70307,-4.11881,-3.28734,***
15_20,3,15–20 °C,15–20 °C,cold,1,5,(5) agem^year^month + weekday,2643528,-0.0332274,0.00187484,2.7999999999999996e-70,-3.32274,-3.69021,-2.95527,***
15_20,3,15–20 °C,15–20 °C,cold,1,6,(6) agem^weekday + agem^year^month,2642643,-0.0335547,0.00187207,7.689999999999998e-72,-3.35547,-3.72239,-2.98854,***
15_20,3,15–20 °C,15–20 °C,cold,1,7,(7) agem^year^month + date,2643528,-0.0227212,0.0020889,1.48e-27,-2.27212,-2.68155,-1.8627,***
15_20,3,15–20 °C,15–20 °C,cold,2,1,(1) agem + date,2761626,-0.0254228,0.0030905,1.93e-16,-2.54228,-3.14802,-1.93654,***
15_20,3,15–20 °C,15–20 °C,cold,2,2,(2) agem^yday + agem^year + date,2738859,-0.0252101,0.00274394,4.02e-20,-2.52101,-3.05882,-1.9832,***
15_20,3,15–20 °C,15–20 °C,cold,2,3,(3) agem^week + state^year + weekday,2748411,-0.0412063,0.00248477,9.169999999999999e-62,-4.12063,-4.60764,-3.63361,***
15_20,3,15–20 °C,15–20 °C,cold,2,4,(4) agem + state^year + yday + weekday,2761626,-0.0387385,0.0027197,4.91e-46,-3.87385,-4.40692,-3.34079,***
15_20,3,15–20 °C,15–20 °C,cold,2,5,(5) agem^year^month + weekday,2643528,-0.033812300000000003,0.00222728,4.719999999999999e-52,-3.38123,-3.81778,-2.94469,***
15_20,3,15–20 °C,15–20 °C,cold,2,6,(6) agem^weekday + agem^year^month,2642643,-0.0338424,0.00220999,6.22e-53,-3.38424,-3.81739,-2.95108,***
15_20,3,15–20 °C,15–20 °C,cold,2,7,(7) agem^year^month + date,2643528,-0.0212236,0.00239907,9.03e-19,-2.12236,-2.59257,-1.65214,***
15_20,3,15–20 °C,15–20 °C,cold,3,1,(1) agem + date,2761626,-0.0258522,0.00360723,7.68e-13,-2.58522,-3.29223,-1.8782,***
15_20,3,15–20 °C,15–20 °C,cold,3,2,(2) agem^yday + agem^year + date,2738859,-0.025951,0.00327151,2.15e-15,-2.5951,-3.23632,-1.95388,***
15_20,3,15–20 °C,15–20 °C,cold,3,3,(3) agem^week + state^year + weekday,2748411,-0.0445078,0.00285778,1.0899999999999999e-54,-4.45078,-5.0109,-3.89065,***
15_20,3,15–20 °C,15–20 °C,cold,3,4,(4) agem + state^year + yday + weekday,2761626,-0.0414857,0.00313209,4.8e-40,-4.14857,-4.76246,-3.53468,***
15_20,3,15–20 °C,15–20 °C,cold,3,5,(5) agem^year^month + weekday,2643528,-0.0360298,0.00259319,6.89e-44,-3.60298,-4.11125,-3.09472,***
15_20,3,15–20 °C,15–20 °C,cold,3,6,(6) agem^weekday + agem^year^month,2642643,-0.0361782,0.00257343,6.84e-45,-3.61782,-4.12221,-3.11343,***
15_20,3,15–20 °C,15–20 °C,cold,3,7,(7) agem^year^month + date,2643528,-0.0211093,0.00284714,1.22e-13,-2.11093,-2.66897,-1.55289,***
15_20,3,15–20 °C,15–20 °C,cold,4,1,(1) agem + date,2761626,-0.0260254,0.00401062,8.63e-11,-2.60254,-3.38862,-1.81646,***
15_20,3,15–20 °C,15–20 °C,cold,4,2,(2) agem^yday + agem^year + date,2738859,-0.0258814,0.00382801,1.37e-11,-2.58814,-3.33843,-1.83785,***
15_20,3,15–20 °C,15–20 °C,cold,4,3,(3) agem^week + state^year + weekday,2748411,-0.047356,0.00345476,9.159999999999999e-43,-4.7356,-5.41273,-4.05847,***
15_20,3,15–20 °C,15–20 °C,cold,4,4,(4) agem + state^year + yday + weekday,2761626,-0.0437349,0.00372141,6.879999999999999e-32,-4.37349,-5.10289,-3.64409,***
15_20,3,15–20 °C,15–20 °C,cold,4,5,(5) agem^year^month + weekday,2643528,-0.0377337,0.00308964,2.65e-34,-3.77337,-4.37894,-3.1678,***
15_20,3,15–20 °C,15–20 °C,cold,4,6,(6) agem^weekday + agem^year^month,2642643,-0.0376664,0.00313587,3.09e-33,-3.76664,-4.38127,-3.15201,***
15_20,3,15–20 °C,15–20 °C,cold,4,7,(7) agem^year^month + date,2643528,-0.0202846,0.00332456,1.05e-9,-2.02846,-2.68007,-1.37684,***
15_20,3,15–20 °C,15–20 °C,cold,5,1,(1) agem + date,2761626,-0.0234461,0.00425676,3.63e-8,-2.34461,-3.17893,-1.51028,***
15_20,3,15–20 °C,15–20 °C,cold,5,2,(2) agem^yday + agem^year + date,2738859,-0.0233834,0.00418842,2.37e-8,-2.33834,-3.15927,-1.51741,***
15_20,3,15–20 °C,15–20 °C,cold,5,3,(3) agem^week + state^year + weekday,2748411,-0.0455089,0.00360726,1.73e-36,-4.55089,-5.25792,-3.84387,***
15_20,3,15–20 °C,15–20 °C,cold,5,4,(4) agem + state^year + yday + weekday,2761626,-0.0414805,0.00359587,8.729999999999998e-31,-4.14805,-4.85284,-3.44326,***
15_20,3,15–20 °C,15–20 °C,cold,5,5,(5) agem^year^month + weekday,2643528,-0.0348541,0.00279241,9.39e-36,-3.48541,-4.03272,-2.9381,***
15_20,3,15–20 °C,15–20 °C,cold,5,6,(6) agem^weekday + agem^year^month,2642643,-0.0347452,0.00283797,1.83e-34,-3.47452,-4.03076,-2.91828,***
15_20,3,15–20 °C,15–20 °C,cold,5,7,(7) agem^year^month + date,2643528,-0.0164291,0.00308997,1.06e-7,-1.64291,-2.24854,-1.03728,***
15_20,3,15–20 °C,15–20 °C,cold,6,1,(1) agem + date,2761626,-0.026018,0.00455903,1.15e-8,-2.6018,-3.49537,-1.70823,***
15_20,3,15–20 °C,15–20 °C,cold,6,2,(2) agem^yday + agem^year + date,2738859,-0.0259045,0.00491216,1.34e-7,-2.59045,-3.55323,-1.62766,***
15_20,3,15–20 °C,15–20 °C,cold,6,3,(3) agem^week + state^year + weekday,2748411,-0.0475039,0.00418996,8.55e-30,-4.75039,-5.57162,-3.92915,***
15_20,3,15–20 °C,15–20 °C,cold,6,4,(4) agem + state^year + yday + weekday,2761626,-0.0431619,0.00412701,1.3399999999999999e-25,-4.31619,-5.12508,-3.50729,***
15_20,3,15–20 °C,15–20 °C,cold,6,5,(5) agem^year^month + weekday,2643528,-0.0361788,0.00362735,1.9799999999999998e-23,-3.61788,-4.32884,-2.90692,***
15_20,3,15–20 °C,15–20 °C,cold,6,6,(6) agem^weekday + agem^year^month,2642643,-0.0361744,0.00358636,6.329999999999999e-24,-3.61744,-4.32037,-2.91452,***
15_20,3,15–20 °C,15–20 °C,cold,6,7,(7) agem^year^month + date,2643528,-0.0177884,0.00403397,1.04e-5,-1.77884,-2.5695,-0.988186,***
15_20,3,15–20 °C,15–20 °C,cold,7,1,(1) agem + date,2761626,-0.0251621,0.00484765,2.1e-7,-2.51621,-3.46635,-1.56608,***
