bin,bin_order,bin_label_en,bin_label_es,side,horizon,spec,spec_label_en,spec_label_es,nobs,n_mun,mrate,estimate,se,p,pct,ci_low,ci_high,stars
30_45,6,>30 °C,>30 °C,hot,13,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0227702,0.0130277,0.0805,2.27702,-0.27641,4.83044,*
30_45,6,>30 °C,>30 °C,hot,14,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0187399,0.00898009,0.0369,1.87399,0.113892,3.63409,**
30_45,6,>30 °C,>30 °C,hot,14,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0285086,0.0182667,0.119,2.85086,-0.72942,6.43114,
30_45,6,>30 °C,>30 °C,hot,15,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0214807,0.0101762,0.0348,2.14807,0.153544,4.1426,**
30_45,6,>30 °C,>30 °C,hot,15,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0308029,0.0183292,0.0929,3.08029,-0.512241,6.67282,*
30_45,6,>30 °C,>30 °C,hot,16,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0179012,0.0105545,0.0899,1.79012,-0.278557,3.8588,*
30_45,6,>30 °C,>30 °C,hot,16,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.026294,0.0201937,0.193,2.6294,-1.32857,6.58738,
30_45,6,>30 °C,>30 °C,hot,17,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0170775,0.0101292,0.0918,1.70775,-0.27757,3.69308,*
30_45,6,>30 °C,>30 °C,hot,17,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0234798,0.0187578,0.211,2.34798,-1.32854,6.0245,
30_45,6,>30 °C,>30 °C,hot,18,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.013585,0.0101569,0.181,1.3585,-0.632254,3.34925,
30_45,6,>30 °C,>30 °C,hot,18,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0296426,0.0204568,0.147,2.96426,-1.04527,6.97378,
30_45,6,>30 °C,>30 °C,hot,19,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0121533,0.0108633,0.263,1.21533,-0.91387,3.34454,
30_45,6,>30 °C,>30 °C,hot,19,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0322779,0.0193616,0.0955,3.22779,-0.567085,7.02266,*
30_45,6,>30 °C,>30 °C,hot,20,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0102357,0.0110172,0.353,1.02357,-1.13579,3.18294,
30_45,6,>30 °C,>30 °C,hot,20,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0262053,0.0189486,0.167,2.62053,-1.09338,6.33445,
30_45,6,>30 °C,>30 °C,hot,21,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0150086,0.0107337,0.162,1.50086,-0.602953,3.60467,
30_45,6,>30 °C,>30 °C,hot,21,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0298472,0.0204909,0.145,2.98472,-1.03151,7.00094,
30_45,6,>30 °C,>30 °C,hot,22,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.013162,0.0114176,0.249,1.3162,-0.921636,3.55404,
30_45,6,>30 °C,>30 °C,hot,22,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0260704,0.0211353,0.217,2.60704,-1.53549,6.74957,
30_45,6,>30 °C,>30 °C,hot,23,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0158109,0.0119539,0.186,1.58109,-0.76188,3.92407,
30_45,6,>30 °C,>30 °C,hot,23,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0330164,0.0214863,0.124,3.30164,-0.909666,7.51296,
30_45,6,>30 °C,>30 °C,hot,24,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0185408,0.0119885,0.122,1.85408,-0.495659,4.20381,
30_45,6,>30 °C,>30 °C,hot,24,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0302391,0.0211538,0.153,3.02391,-1.12224,7.17006,
30_45,6,>30 °C,>30 °C,hot,25,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0207227,0.0122464,0.0906,2.07227,-0.328021,4.47255,*
30_45,6,>30 °C,>30 °C,hot,25,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.034746,0.0226107,0.124,3.4746,-0.957107,7.90631,
30_45,6,>30 °C,>30 °C,hot,26,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0170677,0.0116755,0.144,1.70677,-0.581625,3.99516,
30_45,6,>30 °C,>30 °C,hot,26,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0363834,0.0249237,0.144,3.63834,-1.24671,8.52339,
30_45,6,>30 °C,>30 °C,hot,27,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.015434,0.0125305,0.218,1.5434,-0.912568,3.99937,
30_45,6,>30 °C,>30 °C,hot,27,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0347375,0.0265603,0.191,3.47375,-1.73207,8.67958,
30_45,6,>30 °C,>30 °C,hot,28,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0194391,0.0127606,0.128,1.94391,-0.557174,4.44499,
30_45,6,>30 °C,>30 °C,hot,28,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0375853,0.0250693,0.134,3.75853,-1.15505,8.67211,
30_45,6,>30 °C,>30 °C,hot,29,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0211128,0.0129056,0.102,2.11128,-0.418223,4.64078,
30_45,6,>30 °C,>30 °C,hot,29,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0482606,0.0237001,0.0417,4.82606,0.180835,9.47129,**
30_45,6,>30 °C,>30 °C,hot,30,home,"Discharged, not hospitalized",Alta sin hospitalización,2631155,661,45.2238,0.0173432,0.0129817,0.182,1.73432,-0.810095,4.27873,
30_45,6,>30 °C,>30 °C,hot,30,hosp,Hospitalization or death,Hospitalización o muerte,2543592,661,6.83746,0.0483742,0.0231244,0.0364,4.83742,0.305037,9.36979,**
